Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Building Code,Building Name,Address,Building Ownership Description,Room No,Area,Function,Is school co-located?,Inside v outside,Is the space shared by any other schools?,Space used for any other purpose beside PE
K,23,23,23K401,Christopher Avenue Community School,Elementary,K332,P.S. 332 - Brooklyn,51 Christopher Avenue,DOE Owned,GYM,3472,Gymnasium,true,Inside,true,false
K,23,23,23K401,Christopher Avenue Community School,Elementary,K332,P.S. 332 - Brooklyn,51 Christopher Avenue,DOE Owned,Outdoor Yard 1,17010,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K446,Riverdale Avenue Community School,Elementary,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,103,2394,Gymnasium,true,Inside,true,false
K,23,23,23K446,Riverdale Avenue Community School,Elementary,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,104,2394,Gymnasium,true,Inside,true,false
K,23,23,23K446,Riverdale Avenue Community School,Elementary,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,306,1254,Gymnasium,true,Inside,true,false
K,23,23,23K446,Riverdale Avenue Community School,Elementary,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,Outdoor Yard 1,55949,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K493,Brooklyn Collegiate: A College Board School,High school,K055,I.S. 55 - Brooklyn,2021 Bergen Street,DOE Owned,141,696,Dance Room,true,Inside,true,false
K,23,23,23K493,Brooklyn Collegiate: A College Board School,High school,K055,I.S. 55 - Brooklyn,2021 Bergen Street,DOE Owned,237B,589,Dance Room,true,Inside,true,false
K,23,23,23K493,Brooklyn Collegiate: A College Board School,High school,K055,I.S. 55 - Brooklyn,2021 Bergen Street,DOE Owned,339,780,Dance Room,true,Inside,true,false
K,23,23,23K493,Brooklyn Collegiate: A College Board School,High school,K055,I.S. 55 - Brooklyn,2021 Bergen Street,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
K,23,23,23K514,Frederick Douglass Academy VII High School,High school,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,106CAF,6655,Gymnasium/Auditorium,true,Inside,true,true
K,23,23,23K514,Frederick Douglass Academy VII High School,High school,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,B - 21,1800,Weight Room,true,Inside,true,false
K,23,23,23K514,Frederick Douglass Academy VII High School,High school,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,B - 22,1800,Dance Room,true,Inside,true,false
K,23,23,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,117,625,Dance Room,true,Inside,true,false
K,23,23,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160,6500,Gymnasium,true,Inside,true,false
K,23,23,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160D,1272,Dance Room,true,Inside,true,false
K,23,23,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160W,1272,Weight Room,true,Inside,true,false
K,23,23,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,Outdoor Yard 1,17680,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K522,Mott Hall IV,Junior High-Intermediate-Middle,K271,I.S. 271 - Brooklyn,1137 Herkimer Street,DOE Owned,212,999,Dance Room,true,Inside,true,false
K,23,23,23K522,Mott Hall IV,Junior High-Intermediate-Middle,K271,I.S. 271 - Brooklyn,1137 Herkimer Street,DOE Owned,GYM,6798,Gymnasium,true,Inside,true,false
K,23,23,23K599,Brooklyn Landmark Elementary School,Elementary,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,301/3/5,1848,Gymnasium,true,Inside,true,false
K,23,23,23K599,Brooklyn Landmark Elementary School,Elementary,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,Outdoor Yard 1,18046,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K599,Brooklyn Landmark Elementary School,Elementary,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,Outdoor Yard 2,12288,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K643,Brooklyn Democracy Academy,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,117,625,Dance Room,true,Inside,true,false
K,23,23,23K643,Brooklyn Democracy Academy,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160,6500,Gymnasium,true,Inside,true,false
K,23,23,23K643,Brooklyn Democracy Academy,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160D,1272,Dance Room,true,Inside,true,false
K,23,23,23K643,Brooklyn Democracy Academy,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160W,1272,Weight Room,true,Inside,true,false
K,23,23,23K643,Brooklyn Democracy Academy,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,Outdoor Yard 1,17680,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K644,Eagle Academy for Young Men II,Junior High-Intermediate-Middle,K271,I.S. 271 - Brooklyn,1137 Herkimer Street,DOE Owned,212,999,Dance Room,true,Inside,true,false
K,23,23,23K644,Eagle Academy for Young Men II,Junior High-Intermediate-Middle,K271,I.S. 271 - Brooklyn,1137 Herkimer Street,DOE Owned,GYM,6798,Gymnasium,true,Inside,true,false
K,23,23,23K646,Aspirations Diploma Plus High School,High school,K894,Hs For Public Service-Eny - K,1495 Herkimer Street,Tax Levy Lease,201,1175,Gymnasium,true,Inside,true,false
K,23,23,23K646,Aspirations Diploma Plus High School,High school,K894,Hs For Public Service-Eny - K,1495 Herkimer Street,Tax Levy Lease,221,480,Weight Room,true,Inside,true,false
K,23,23,23K646,Aspirations Diploma Plus High School,High school,K894,Hs For Public Service-Eny - K,1495 Herkimer Street,Tax Levy Lease,222,4557,Gymnasium,true,Inside,true,false
K,23,23,23K647,Metropolitan Diploma Plus High School,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,117,625,Dance Room,true,Inside,true,false
K,23,23,23K647,Metropolitan Diploma Plus High School,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160,6500,Gymnasium,true,Inside,true,false
K,23,23,23K647,Metropolitan Diploma Plus High School,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160D,1272,Dance Room,true,Inside,true,false
K,23,23,23K647,Metropolitan Diploma Plus High School,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,160W,1272,Weight Room,true,Inside,true,false
K,23,23,23K647,Metropolitan Diploma Plus High School,High school,K275,I.S. 275 - Brooklyn,985 Rockaway Avenue,DOE Owned,Outdoor Yard 1,17680,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,301/3/5,1848,Gymnasium,true,Inside,true,false
K,23,23,23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,Outdoor Yard 1,18046,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,K073,P.S. 73 - Brooklyn,251 Mcdougal Street,DOE Owned,Outdoor Yard 2,12288,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,103,2394,Gymnasium,true,Inside,true,false
K,23,23,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,104,2394,Gymnasium,true,Inside,true,false
K,23,23,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,306,1254,Gymnasium,true,Inside,true,false
K,23,23,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,K183,P.S. 183 - Brooklyn,76 Riverdale Avenue,DOE Owned,Outdoor Yard 1,55949,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,K263,P.S./I.S. 323 - Brooklyn,210 Chester Street,DOE Owned,GYM,5850,Gymnasium,true,Inside,true,false
K,23,23,23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,K263,P.S./I.S. 323 - Brooklyn,210 Chester Street,DOE Owned,Outdoor Yard 1,31200,Outdoor Yard,true,Outdoor,true,false
K,23,23,23K697,Teachers Preparatory High School,Secondary School,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,106CAF,6655,Gymnasium/Auditorium,true,Inside,true,true
K,23,23,23K697,Teachers Preparatory High School,Secondary School,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,B - 21,1800,Weight Room,true,Inside,true,false
K,23,23,23K697,Teachers Preparatory High School,Secondary School,K175,Teachers Prep Hs(Ol Redirection)-K,226 Bristol Street,DOE Owned,B - 22,1800,Dance Room,true,Inside,true,false
Q,24,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,Q005,I.S. 5 - Queens,50-40 Jacobus Street,DOE Owned,A307,4452,Gymnasium,true,Inside,true,false
Q,24,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,Q005,I.S. 5 - Queens,50-40 Jacobus Street,DOE Owned,A320,924,Dance Room,true,Inside,true,false
Q,24,24,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,Q005,I.S. 5 - Queens,50-40 Jacobus Street,DOE Owned,Outdoor Yard 1,32712,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q012,P.S. 012 James B. Colgate,Elementary,Q012,P.S. 12 - Queens,42-00 72 Street,DOE Owned,GYM,1768,Gymnasium,false,Inside,false,false
Q,24,24,24Q012,P.S. 012 James B. Colgate,Elementary,Q012,P.S. 12 - Queens,42-00 72 Street,DOE Owned,Outdoor Yard 1,12013,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q013,P.S. 013 Clement C. Moore,Elementary,Q013,P.S. 13 - Queens,55-01 94 Street,DOE Owned,275,2940,Gymnasium,false,Inside,false,false
Q,24,24,24Q013,P.S. 013 Clement C. Moore,Elementary,Q013,P.S. 13 - Queens,55-01 94 Street,DOE Owned,AUD/GYM,2484,Gymnasium/Auditorium,false,Inside,false,true
Q,24,24,24Q013,P.S. 013 Clement C. Moore,Elementary,Q013,P.S. 13 - Queens,55-01 94 Street,DOE Owned,Outdoor Yard 1,8791,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q014,P.S. 014 Fairview,Elementary,Q014,P.S. 14 - Queens,107-01 Otis Avenue,DOE Owned,4LC,897,Gymnasium,false,Inside,true,false
Q,24,24,24Q014,P.S. 014 Fairview,Elementary,Q014,P.S. 14 - Queens,107-01 Otis Avenue,DOE Owned,PCAF,2860,Gymnasium,false,Inside,true,false
Q,24,24,24Q014,P.S. 014 Fairview,Elementary,Q014,P.S. 14 - Queens,107-01 Otis Avenue,DOE Owned,Outdoor Yard 1,26836,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,Q721,P.S. 16 (Old Q721 Sped) - Queens,41-15 104 Street,DOE Owned,406,3604,Gymnasium,false,Inside,true,false
Q,24,24,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,Q721,P.S. 16 (Old Q721 Sped) - Queens,41-15 104 Street,DOE Owned,Outdoor Yard 1,16373,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Q019,P.S. 19 - Queens,98-02 Roosevelt Avenue,DOE Owned,530,4130,Gymnasium,true,Inside,true,false
Q,24,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Q019,P.S. 19 - Queens,98-02 Roosevelt Avenue,DOE Owned,Outdoor Yard 1,84399,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q019,P.S. 019 Marino Jeantet,Elementary,Q269,P.S./I.S. 269 - Queens,86-37 53Rd Avenue,Tax Levy Lease,9,4576,Multi-Purpose Non Classroom,true,Inside,true,true
Q,24,24,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Q028,P.S. 28 - Queens,109-10 47 Avenue,DOE Owned,115/119,1596,Gymnasium/Auditorium/Cafeteria,false,Inside,false,true
Q,24,24,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Early Childhood,Q028,P.S. 28 - Queens,109-10 47 Avenue,DOE Owned,Outdoor Yard 1,18924,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,Q049,P.S./I.S. 49 - Queens,63-60 80Th Street,DOE Owned,260,5428,Multi-Purpose Room,false,Inside,false,true
Q,24,24,24Q058,P.S. 58 - The School of Heroes,Elementary,Q058,P.S. 58 - Queens,72-24 Grand Avenue,DOE Owned,239,980,Dance Room,true,Inside,true,false
Q,24,24,24Q058,P.S. 58 - The School of Heroes,Elementary,Q058,P.S. 58 - Queens,72-24 Grand Avenue,DOE Owned,240,3082,Gymnasium,true,Inside,true,false
Q,24,24,24Q058,P.S. 58 - The School of Heroes,Elementary,Q058,P.S. 58 - Queens,72-24 Grand Avenue,DOE Owned,Outdoor Yard 1,21238,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Q061,I.S. 61 - Queens,98-50 50 Avenue,DOE Owned,153,6500,Gymnasium,false,Inside,false,false
Q,24,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Q061,I.S. 61 - Queens,98-50 50 Avenue,DOE Owned,175,1066,Dance Room,false,Inside,false,false
Q,24,24,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,Q061,I.S. 61 - Queens,98-50 50 Avenue,DOE Owned,Outdoor Yard 1,90328,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q068,P.S. 068 Cambridge,Elementary,Q068,P.S. 68 - Queens,59-09 Saint Felix Avenue,DOE Owned,Outdoor Yard 1,17074,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q068,P.S. 068 Cambridge,Elementary,Q068,P.S. 68 - Queens,59-09 Saint Felix Avenue,DOE Owned,101,600,Multi-Purpose Room,false,Inside,false,true
Q,24,24,24Q071,P.S. 071 Forest,Elementary,Q071,P.S. 71 - Queens,62-85 Forest Avenue,DOE Owned,Outdoor Yard 1,5053,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q071,P.S. 071 Forest,Elementary,Q071,P.S. 71 - Queens,62-85 Forest Avenue,DOE Owned,Outdoor Yard 2,2454,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q071,P.S. 071 Forest,Elementary,Q071,P.S. 71 - Queens,62-85 Forest Avenue,DOE Owned,2 FLOOR,2808,Playroom/Cafeteria,false,Inside,false,true
Q,24,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,Q073,I.S. 73 - Queens,70-02 54 Avenue,DOE Owned,301A,4380,Gymnasium,false,Inside,false,false
Q,24,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,Q073,I.S. 73 - Queens,70-02 54 Avenue,DOE Owned,401A,4234,Gymnasium,false,Inside,false,false
Q,24,24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,Q073,I.S. 73 - Queens,70-02 54 Avenue,DOE Owned,Outdoor Yard 1,22242,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q077,I.S. 077,Junior High-Intermediate-Middle,Q849,I.S. 77 - Queens,976 Seneca Avenue,DOE Owned,267,5850,Gymnasium,false,Inside,false,false
Q,24,24,24Q077,I.S. 077,Junior High-Intermediate-Middle,Q849,I.S. 77 - Queens,976 Seneca Avenue,DOE Owned,Outdoor Yard 1,35420,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q081,P.S. 81Q Jean Paul Richter,Elementary,Q081,P.S. 81 - Queens,559 Cypress Avenue,DOE Owned,AUD,2464,Gymnasium/Auditorium,false,Inside,true,true
Q,24,24,24Q081,P.S. 81Q Jean Paul Richter,Elementary,Q081,P.S. 81 - Queens,559 Cypress Avenue,DOE Owned,Outdoor Yard 1,22154,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q081,P.S. 81Q Jean Paul Richter,Elementary,Q848,P.S. 81 Annex (Old 75) - Queens,511 Seneca Avenue,DOE Owned,Outdoor Yard 1,2460,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q087,P.S./I.S. 087 Middle Village,K-8,Q087,P.S. 87 - Queens,67-54 80 Street,DOE Owned,B33,4895,Gymnasium,true,Inside,true,false
Q,24,24,24Q087,P.S./I.S. 087 Middle Village,K-8,Q087,P.S. 87 - Queens,67-54 80 Street,DOE Owned,Outdoor Yard 1,7918,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q088,P.S. 088 Seneca,Elementary,Q088,P.S. 88 - Queens,60-85 Catalpa Avenue,DOE Owned,130,2760,Gymnasium,true,Inside,true,false
Q,24,24,24Q088,P.S. 088 Seneca,Elementary,Q088,P.S. 88 - Queens,60-85 Catalpa Avenue,DOE Owned,Outdoor Yard 1,14032,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q089,P.S. 089 Elmhurst,Elementary,Q089,P.S. 89 - Queens,85-28 Britton Avenue,DOE Owned,GYM1,2240,Gymnasium,false,Inside,false,false
Q,24,24,24Q089,P.S. 089 Elmhurst,Elementary,Q089,P.S. 89 - Queens,85-28 Britton Avenue,DOE Owned,GYM2,1720,Gymnasium,false,Inside,false,false
Q,24,24,24Q089,P.S. 089 Elmhurst,Elementary,Q089,P.S. 89 - Queens,85-28 Britton Avenue,DOE Owned,Outdoor Yard 1,7920,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q089,P.S. 089 Elmhurst,Elementary,Q089,P.S. 89 - Queens,85-28 Britton Avenue,DOE Owned,Outdoor Yard 2,9159,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q091,P.S. 091 Richard Arkwright,Elementary,Q091,P.S. 91 - Queens,68-10 Central Ave,DOE Owned,Outdoor Yard 1,9136,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q091,P.S. 091 Richard Arkwright,Elementary,Q091,P.S. 91 - Queens,68-10 Central Ave,DOE Owned,101A,1914,Multi-Purpose Non Classroom,true,Inside,true,true
Q,24,24,24Q091,P.S. 091 Richard Arkwright,Elementary,Q091,P.S. 91 - Queens,68-10 Central Ave,DOE Owned,101B,2046,Multi-Purpose Non Classroom,true,Inside,true,true
Q,24,24,24Q091,P.S. 091 Richard Arkwright,Elementary,Q091,P.S. 91 - Queens,68-10 Central Ave,DOE Owned,205,696,Multi-Purpose Non Classroom,true,Inside,true,true
Q,24,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Q093,I.S. 93 - Queens,66-56 Forest Avenue,DOE Owned,GYM,6175,Gymnasium,true,Inside,true,false
Q,24,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Q093,I.S. 93 - Queens,66-56 Forest Avenue,DOE Owned,Outdoor Yard 1,2717,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Q093,I.S. 93 - Queens,66-56 Forest Avenue,DOE Owned,Outdoor Yard 2,2815,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,Q093,I.S. 93 - Queens,66-56 Forest Avenue,DOE Owned,Outdoor Yard 3,6640,Outdoor Yard,true,Outdoor,true,false
Q,24,24,24Q102,P.S. 102 Bayview,K-8,Q102,P.S./I.S. 102 - Queens,55-24 Van Horn Street,DOE Owned,020,5192,Gymnasium,false,Inside,false,false
Q,24,24,24Q110,P.S. 110,Elementary,Q315,P.S. 315 - Queens,43-18 97Th Place,DOE Owned,G10,3660,Gymnasium/Auditorium,true,Inside,true,true
Q,24,24,24Q110,P.S. 110,Elementary,Q315,P.S. 315 - Queens,43-18 97Th Place,DOE Owned,G20,5400,Gymnasium,true,Inside,true,false
Q,24,24,24Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,Q113,P.S./I.S. 113 - Queens,78-23 87Th Street,DOE Owned,C07,5162,Gymnasium,false,Inside,false,false
Q,24,24,24Q119,I.S. 119 The Glendale,K-8,Q119,I.S. 119 - Queens,74-01 78 Avenue,DOE Owned,300,4176,Gymnasium,false,Inside,false,false
Q,24,24,24Q119,I.S. 119 The Glendale,K-8,Q119,I.S. 119 - Queens,74-01 78 Avenue,DOE Owned,400,4176,Gymnasium,false,Inside,false,false
Q,24,24,24Q119,I.S. 119 The Glendale,K-8,Q119,I.S. 119 - Queens,74-01 78 Avenue,DOE Owned,Outdoor Yard 1,18798,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,Q125,I.S. 125 - Queens,46-02 47 Avenue,DOE Owned,514,984,Dance Room,false,Inside,false,false
Q,24,24,24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,Q125,I.S. 125 - Queens,46-02 47 Avenue,DOE Owned,GYM3,4482,Gymnasium,false,Inside,false,false
Q,24,24,24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,Q125,I.S. 125 - Queens,46-02 47 Avenue,DOE Owned,GYM5,2912,Gymnasium,false,Inside,false,false
Q,24,24,24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,Q125,I.S. 125 - Queens,46-02 47 Avenue,DOE Owned,Outdoor Yard 1,29344,Outdoor Yard,false,Outdoor,false,false
Q,24,24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",K-8,Q247,Ps/Is 128,69-10 65Th Drive,DOE Owned,215,5040,Gymnasium,true,Inside,true,false
Q,24,24,24Q143,P.S. 143 Louis Armstrong,Elementary,Q143,P.S. 143 - Queens,34-74 113 Street,DOE Owned,126,704,Dance Room,false,Inside,false,false
